,OMIMID,OMOPID
387,178600,44783618
388,161900,4125967
389,161900,319826
390,161900,45766198
391,161900,193253
392,161900,4125967
393,607681,4274575
394,600131,4274575
395,607631,4046210
396,607631,4274575
397,604827,4274575
398,604827,374924
399,604827,4267274
400,604827,42890508
401,604827,4267274
402,607682,4274575
403,607682,4267274
404,607682,374924
405,607682,4267274
406,607682,42890508
407,300491,440508
408,607628,4267274
409,607628,374924
410,607628,4267274
411,607628,42890508
412,607628,4274575
413,247640,4030260
414,247640,134305
415,247640,4030260
416,247640,134305
417,247640,134305
418,247640,35104339
419,247640,134305
420,247640,134305
421,102500,4270610
422,102500,4270610
423,102500,75924
424,102500,78308
425,102500,4099324
426,102500,36468006
427,102500,4270610
428,102500,4099324
429,102500,4270610
430,215470,37399488
431,215470,4263879
432,601518,200962
433,601518,4129902
434,601518,4163261
435,601518,37395835
436,601518,200962
437,601518,4129902
438,601518,4163261
439,601518,4129902
440,601518,36617720
441,601518,200962
442,601518,36603392
443,601518,45884513
444,601518,4129902
445,311360,4214899
446,311360,4028935
447,311360,4279913
448,311360,4005275
449,311360,436803
450,311360,4028935
451,311360,35532009
452,311360,436803
453,311360,35305475
454,311360,4028935
455,311360,193739
456,311360,4111488
457,311360,23164
458,311360,436803
459,176807,4161028
460,176807,4129902
461,176807,200962
462,176807,36603392
463,176807,45884513
464,176807,200962
465,176807,4163261
466,176807,4163261
467,176807,200962
468,176807,37395835
469,176807,4129902
470,176807,4161028
471,176807,36673083
472,176807,4129902
473,176807,36617720
474,176807,4129902
475,114480,4112853
476,114480,4112853
477,114480,36617162
478,114480,45884515
479,114480,4116071
480,114480,81251
481,114480,81250
482,114480,4110861
483,114480,4188544
484,114480,4155292
485,114480,4160780
486,114480,36617185
487,114480,81251
488,114480,4112853
489,114480,4187848
490,114480,4110861
491,114480,4092511
492,114480,4112853
493,114480,4187849
494,114480,4112853
495,114480,72576
496,114480,36670902
497,114480,4116071
498,114480,4112853
499,114480,81251
500,114480,133711
501,114480,4092513
502,114480,81251
503,192000,201388
504,192000,201388
505,192000,35306184
506,192000,201388
507,231200,4121133
508,231200,35125720
509,231200,437241
510,231200,4121133
511,137750,441284
512,137750,441284
513,137750,436975
514,137750,436975
515,137750,436975
516,137750,433767
517,137750,35328868
518,137750,441284
519,137750,441284
520,137750,433767
521,137750,436975
522,137750,35606991
523,155100,440508
524,155100,37016797
525,155100,312358
526,155100,4030517
527,155100,4121264
528,155100,437242
529,155100,441264
530,161900,4125967
531,161900,319826
532,161900,45766198
533,161900,193253
534,161900,4125967
535,273800,4139942
536,273800,4139942
537,273800,35125719
538,273800,4139942
539,273800,437241
540,181500,435783
541,181500,36919158
542,181500,45877385
543,181500,435783
544,181500,4100365
545,181500,4008566
546,181500,435783
547,181500,4100365
548,181500,435783
549,181500,435783
550,181500,4008566
551,181500,435783
552,181500,4100365
553,181500,435783
554,145500,320128
555,145500,320128
556,145500,37622528
557,145500,320128
558,145500,320128
559,145500,320128
560,145500,320128
561,145500,320128
562,145500,320128
563,145500,320128
564,145500,320128
565,161900,4125967
566,161900,319826
567,161900,45766198
568,161900,193253
569,161900,4125967
570,225755,4079975
571,608033,37109611
572,215140,4308194
573,215140,4150458
574,215140,4308194
575,215140,4308194
576,256370,195314
577,256370,195314
578,256370,195314
579,256370,37019292
580,256370,45878999
581,256370,195314
582,256370,195314
583,256370,4058840
584,256370,195314
585,256370,4058842
586,256370,37397492
587,256370,195314
588,256370,195314
589,203700,4068119
590,203700,35305519
591,203700,4213310
592,203700,376970
593,203700,379006
594,203700,4068119
595,208300,4204072
596,208300,4204072
597,208300,35227810
598,208300,4204072
599,208300,435835
600,208300,435835
601,161900,4125967
602,161900,319826
603,161900,45766198
604,161900,193253
605,161900,4125967
606,161900,4125967
607,161900,319826
608,161900,45766198
609,161900,193253
610,161900,4125967
611,143465,4049391
612,143465,438409
613,143465,438409
614,143465,4253962
615,143465,440086
616,143465,438409
617,143465,438409
618,143465,36978839
619,143465,438409
620,143465,438409
621,143465,438409
622,276300,788469
623,276300,4266973
624,276300,4180790
625,276300,4266973
626,137800,4019491
627,137800,4253951
628,137800,4211797
629,137800,40571981
630,137800,40484128
631,137800,4250500
632,137800,443588
633,137800,40484128
634,137800,36617388
635,137800,4272187
636,137800,4253951
637,137800,4180908
638,137800,4253951
639,137800,40571980
640,137800,36617389
641,137800,36603360
642,137800,78987
643,137800,36617416
644,137800,36671733
645,137800,4150348
646,137800,40571981
647,137800,4019491
648,137800,40482745
649,137800,36617415
650,137800,36617410
651,137800,4298902
652,137800,4253951
653,137800,4298902
654,137800,4211797
655,137800,40571981
656,109543,4180093
657,109543,138379
658,109543,35124050
659,109543,4082311
660,109543,4082311
661,109543,4119130
662,109543,35102408
663,109543,4082311
664,109543,4082311
665,109543,138379
666,109543,138379
667,109543,35104364
668,109543,4180093
669,267730,436920
670,267730,35124669
671,267730,436920
672,267730,4099191
673,267730,40488812
674,267730,4028709
675,267730,436920
676,267730,4038838
677,267730,4099191
678,267730,4099191
679,267730,436920
680,267730,436920
681,267730,4099191
682,267730,436920
683,267730,436920
684,267730,4082488
685,267730,436920
686,247640,4030260
687,247640,134305
688,247640,4030260
689,247640,134305
690,247640,134305
691,247640,35104339
692,247640,134305
693,247640,134305
694,236000,4263909
695,236000,4038835
696,236000,4031667
697,236000,4251036
698,236000,4038839
699,236000,35104405
700,236000,4038840
701,236000,4038839
702,236000,4041797
703,236000,4322613
704,236000,4038835
705,236000,4038835
706,236000,4041797
707,236000,4038839
708,236000,4038835
709,236000,4041797
710,236000,4038840
711,236000,4038835
712,236000,4038835
713,236000,4038839
714,236000,4038835
715,236000,4041797
716,236000,4038839
717,236000,4038835
718,236000,4041798
719,236000,4322613
720,236000,4038841
721,236000,4038840
722,236000,4038835
723,236000,4038839
724,236000,4038835
725,236000,4038835
726,236000,4038842
727,236000,4038843
728,236000,4038840
729,236000,4038835
730,236000,4038839
731,254500,437233
732,254500,4210177
733,254500,45885342
734,254500,437233
735,254500,4030362
736,254500,4047607
737,254500,4094042
738,254500,4173311
739,254500,432595
740,254500,437233
741,254500,432595
742,254500,432595
743,254500,437233
744,254500,437233
745,254500,437233
746,254500,437233
747,254500,4232491
748,254500,437233
749,254500,4047607
750,254500,36009864
751,540000,4219010
752,540000,35328708
753,540000,4219010
754,540000,81539
755,540000,4059379
756,540000,4219010
757,125310,4190891
758,125310,35306077
759,125310,4286030
760,125310,4190891
761,125310,321887
762,601367,36774437
763,601367,4310996
764,601367,381316
765,601367,381591
766,601367,4310996
767,601367,381591
768,601367,372924
769,601367,381316
770,601367,381591
771,601367,381591
772,601367,36718045
773,601367,381591
774,601367,36718001
775,601367,372924
776,601367,443454
777,601367,443454
778,601367,381316
779,601367,381316
780,601367,381316
781,601367,36718005
782,601367,36210384
783,601367,381316
784,601367,381591
785,601367,381316
786,601367,381591
787,601367,443454
788,601367,381591
789,601367,381316
790,601367,381591
791,102500,4270610
792,102500,4270610
793,102500,75924
794,102500,78308
795,102500,4099324
796,102500,36468006
797,102500,4270610
798,102500,4099324
799,102500,4270610
800,150600,4345598
801,150600,435636
802,150600,36570777
803,150600,4345598
804,150600,4006963
805,150600,4345598
806,150600,4006963
807,150600,435636
808,166710,80502
809,166710,4010333
810,166710,80502
811,166710,36416551
812,166710,45882790
813,166710,80502
814,166710,80502
815,166710,4010333
816,166710,40480160
817,166710,80502
818,166710,80502
819,166710,80502
820,166710,4010333
821,166710,36416553
822,166710,80502
823,602080,75910
824,602080,75910
825,602080,75910
826,602080,36516748
827,602080,75910
828,167320,45766396
829,167320,137275
830,167320,45766396
831,171300,4118993
832,171300,4163908
833,171300,4118993
834,171300,35506734
835,171300,4311087
836,171300,4118993
837,171300,444463
838,171300,4130676
839,171300,192273
840,171300,4155167
841,231200,4121133
842,231200,35125720
843,231200,437241
844,231200,4121133
845,155100,440508
846,155100,37016797
847,155100,312358
848,155100,4030517
849,155100,4121264
850,155100,437242
851,155100,441264
852,161900,4125967
853,161900,319826
854,161900,45766198
855,161900,193253
856,161900,4125967
857,273800,4139942
858,273800,4139942
859,273800,35125719
860,273800,4139942
861,273800,437241
862,607459,44782474
863,607459,4274575
864,607459,4133223
865,607459,4059379
866,150600,4345598
867,150600,435636
868,150600,36570777
869,150600,4345598
870,150600,4006963
871,150600,4345598
872,150600,4006963
873,150600,435636
874,208230,4109171
875,208230,135061
876,208230,4109171
877,208230,4150456
878,308205,36713570
879,308205,440508
880,106400,77961
881,106400,36516826
882,106400,77961
883,106400,77961
884,106400,77961
885,106400,77646
886,140600,80180
887,140600,72990
888,140600,80180
889,140600,4025957
890,140600,80180
891,607850,80180
892,607850,72990
893,607850,80180
894,607850,4025957
895,607850,80180
896,165720,80180
897,165720,80180
898,165720,80180
899,165720,36516824
900,165720,45884766
901,165720,80180
902,165720,72990
903,165720,4025957
904,165720,80180
905,165720,80180
906,607459,44782474
907,607459,4274575
908,607459,4133223
909,607459,4059379
910,208230,4109171
911,208230,135061
912,208230,4109171
913,208230,4150456
914,140600,80180
915,140600,72990
916,140600,80180
917,140600,4025957
918,140600,80180
919,607850,80180
920,607850,72990
921,607850,80180
922,607850,4025957
923,607850,80180
924,165720,80180
925,165720,80180
926,165720,80180
927,165720,36516824
928,165720,45884766
929,165720,80180
930,165720,72990
931,165720,4025957
932,165720,80180
933,165720,80180
934,167870,436074
935,167870,436074
936,167870,436074
937,167870,4211231
938,167870,436074
939,167870,36978797
940,167870,45880470
941,600631,193874
942,600631,36979757
943,600631,193874
944,600631,193874
945,143465,4049391
946,143465,438409
947,143465,438409
948,143465,4253962
949,143465,440086
950,143465,438409
951,143465,438409
952,143465,36978839
953,143465,438409
954,143465,438409
955,143465,438409
956,276300,788469
957,276300,4266973
958,276300,4180790
959,276300,4266973
960,263300,135214
961,263300,4030270
962,263300,135214
963,263300,35123385
964,263300,135214
965,263300,135214
966,263300,135214
967,263300,35123376
968,263300,135214
969,144700,45765451
970,144700,36672190
971,144700,4095169
972,144700,4215373
973,144700,4110880
974,144700,45765451
975,144700,4110880
976,144700,36672143
977,144700,196653
978,144700,198985
979,155601,4095592
980,155601,133713
981,155601,4149851
982,155601,42890928
983,155601,434590
984,155601,4089860
985,155601,4153890
986,155601,4112850
987,155601,4089867
988,155601,4095589
989,155601,133419
990,155601,141232
991,155600,4162276
992,155600,4049499
993,155600,141232
994,155600,141232
995,155600,141232
996,155600,141232
997,155600,36674048
998,155600,141232
999,155600,141232
1000,155600,42890928
1001,155600,4095592
1002,155600,4095589
1003,155600,4089860
1004,155600,4149851
1005,155600,4095589
1006,155600,141232
1007,155600,434590
1008,155600,139757
1009,155600,133713
1010,155600,133419
1011,155600,4095592
1012,155600,4049499
1013,155600,438983
1014,155600,133419
1015,155600,4089867
1016,155600,133713
1017,155600,4271013
1018,155600,4162276
1019,155600,36617920
1020,155600,45883441
1021,155600,4049499
1022,155600,133714
1023,155600,4162276
1024,155600,4112850
1025,155600,36617938
1026,155600,140048
1027,155600,4153890
1028,187950,438383
1029,187950,438383
1030,187950,438383
1031,187950,438383
1032,187950,35123356
1033,276300,788469
1034,276300,4266973
1035,276300,4180790
1036,276300,4266973
1037,273300,45887447
1038,273300,37017324
1039,273300,37017324
1040,273300,433716
1041,273300,40482780
1042,273300,36617741
1043,273300,4177115
1044,273300,36617724
1045,273300,4181351
1046,273300,36617722
1047,273300,4129900
1048,273300,36603395
1049,273300,433716
1050,273300,43054080
1051,273300,4244815
1052,273300,4092524
1053,273300,4177115
1054,273300,4092524
1055,273300,37017324
1056,273300,4114339
1057,273300,36671423
1058,273300,4300688
1059,273300,79768
1060,273300,4129900
1061,236000,4263909
1062,236000,4038835
1063,236000,4031667
1064,236000,4251036
1065,236000,4038839
1066,236000,35104405
1067,236000,4038840
1068,236000,4038839
1069,236000,4041797
1070,236000,4322613
1071,236000,4038835
1072,236000,4038835
1073,236000,4041797
1074,236000,4038839
1075,236000,4038835
1076,236000,4041797
1077,236000,4038840
1078,236000,4038835
1079,236000,4038835
1080,236000,4038839
1081,236000,4038835
1082,236000,4041797
1083,236000,4038839
1084,236000,4038835
1085,236000,4041798
1086,236000,4322613
1087,236000,4038841
1088,236000,4038840
1089,236000,4038835
1090,236000,4038839
1091,236000,4038835
1092,236000,4038835
1093,236000,4038842
1094,236000,4038843
1095,236000,4038840
1096,236000,4038835
1097,236000,4038839
1098,182280,4110591
1099,182280,4252582
1100,182280,4112739
1101,182280,4298553
1102,182280,4112739
1103,182280,36617908
1104,182280,4110591
1105,182280,4094876
1106,182280,4311499
1107,176807,4161028
1108,176807,4129902
1109,176807,200962
1110,176807,36603392
1111,176807,45884513
1112,176807,200962
1113,176807,4163261
1114,176807,4163261
1115,176807,200962
1116,176807,37395835
1117,176807,4129902
1118,176807,4161028
1119,176807,36673083
1120,176807,4129902
1121,176807,36617720
1122,176807,4129902
1123,600082,198803
1124,600082,37119607
1125,600082,198803
1126,600082,198803
1127,600082,198803
1128,600082,197032
1129,600082,198803
1130,600082,198803
1131,157950,433229
1132,157950,35736213
1133,157950,433229
1134,157950,433229
1135,157950,433229
1136,161900,4125967
1137,161900,319826
1138,161900,45766198
1139,161900,193253
1140,161900,4125967
1141,200170,4299544
1142,200170,140489
1143,200170,36617314
1144,200170,4299544
1145,144110,4299805
1146,144110,4299805
1147,144110,4299805
1148,215470,37399488
1149,215470,4263879
1150,241100,4175133
1151,241100,4175133
1152,241100,35506599
1153,241100,4147482
1154,241100,26662
1155,241100,4167354
1156,241100,4167354
1157,241100,35506562
1158,114480,4112853
1159,114480,4112853
1160,114480,36617162
1161,114480,45884515
1162,114480,4116071
1163,114480,81251
1164,114480,81250
1165,114480,4110861
1166,114480,4188544
1167,114480,4155292
1168,114480,4160780
1169,114480,36617185
1170,114480,81251
1171,114480,4112853
1172,114480,4187848
1173,114480,4110861
1174,114480,4092511
1175,114480,4112853
1176,114480,4187849
1177,114480,4112853
1178,114480,72576
1179,114480,36670902
1180,114480,4116071
1181,114480,4112853
1182,114480,81251
1183,114480,133711
1184,114480,4092513
1185,114480,81251
1186,157950,433229
1187,157950,35736213
1188,157950,433229
1189,157950,433229
1190,157950,433229
1191,109350,318800
1192,109350,35708106
1193,109350,44783954
1194,109350,318800
1195,109350,318800
1196,109350,4144111
1197,109350,318800
1198,109350,318800
1199,276300,788469
1200,276300,4266973
1201,276300,4180790
1202,276300,4266973
1203,254400,4040380
1204,254400,35104618
1205,254400,4040380
1206,254400,4040380
1207,254400,4040380
1208,254400,4040380
1209,607459,44782474
1210,607459,4274575
1211,607459,4133223
1212,607459,4059379
1213,107320,4098292
1214,107320,4098292
1215,107320,4098292
1216,107320,434621
1217,107320,4078700
1218,107320,35104158
1219,107320,40789761
1220,150600,4345598
1221,150600,435636
1222,150600,36570777
1223,150600,4345598
1224,150600,4006963
1225,150600,4345598
1226,150600,4006963
1227,150600,435636
1228,157300,4294246
1229,157300,379806
1230,157300,4105365
1231,157300,377844
1232,157300,318736
1233,157300,4318866
1234,157300,318736
1235,157300,318736
1236,157300,45884610
1237,157300,36703480
1238,157300,318736
1239,157300,318736
1240,157300,318736
1241,157300,318736
1242,157300,318736
1243,157300,318736
1244,157300,379806
1245,157300,318736
1246,208230,4109171
1247,208230,135061
1248,208230,4109171
1249,208230,4150456
1250,152700,257628
1251,152700,257628
1252,152700,36009823
1253,152700,45883557
1254,152700,4344158
1255,152700,4063581
1256,152700,257628
1257,152700,257628
1258,152700,257628
1259,152700,257628
1260,152700,257628
1261,125310,4190891
1262,125310,35306077
1263,125310,4286030
1264,125310,4190891
1265,125310,321887
1266,140600,80180
1267,140600,72990
1268,140600,80180
1269,140600,4025957
1270,140600,80180
1271,607850,80180
1272,607850,72990
1273,607850,80180
1274,607850,4025957
1275,607850,80180
1276,165720,80180
1277,165720,80180
1278,165720,80180
1279,165720,36516824
1280,165720,45884766
1281,165720,80180
1282,165720,72990
1283,165720,4025957
1284,165720,80180
1285,165720,80180
1286,601367,36774437
1287,601367,4310996
1288,601367,381316
1289,601367,381591
1290,601367,4310996
1291,601367,381591
1292,601367,372924
1293,601367,381316
1294,601367,381591
1295,601367,381591
1296,601367,36718045
1297,601367,381591
1298,601367,36718001
1299,601367,372924
1300,601367,443454
1301,601367,443454
1302,601367,381316
1303,601367,381316
1304,601367,381316
1305,601367,36718005
1306,601367,36210384
1307,601367,381316
1308,601367,381591
1309,601367,381316
1310,601367,381591
1311,601367,443454
1312,601367,381591
1313,601367,381316
1314,601367,381591
1315,151400,4082311
1316,151400,138379
1317,151400,4180093
1318,151400,138379
1319,151400,35104364
1320,151400,4082311
1321,151400,4082311
1322,151400,4180093
1323,151400,4119130
1324,151400,35102408
1325,151400,138379
1326,151400,35124050
1327,151400,4082311
1328,109543,4180093
1329,109543,138379
1330,109543,35124050
1331,109543,4082311
1332,109543,4082311
1333,109543,4119130
1334,109543,35102408
1335,109543,4082311
1336,109543,4082311
1337,109543,138379
1338,109543,138379
1339,109543,35104364
1340,109543,4180093
1341,191390,201618
1342,191390,4272488
1343,191390,4272488
1344,191390,35708038
1345,247640,4030260
1346,247640,134305
1347,247640,4030260
1348,247640,134305
1349,247640,134305
1350,247640,35104339
1351,247640,134305
1352,247640,134305
1353,266600,201606
1354,266600,201606
1355,266600,81893
1356,266600,35737893
1357,266600,45879000
1358,266600,201606
1359,266600,35737908
1360,266600,194684
1361,266600,81893
1362,266600,81893
1363,266600,81893
1364,266600,81893
1365,266600,194684
1366,266600,81893
1367,266600,194684
1368,266600,201606
1369,266600,201606
1370,266600,81893
1371,266600,81893
1372,266600,81893
1373,266600,35708044
1374,179600,314962
1375,179600,37689145
1376,179600,314962
1377,179600,314962
1378,179600,314962
1379,161900,4125967
1380,161900,319826
1381,161900,45766198
1382,161900,193253
1383,161900,4125967
1384,607459,44782474
1385,607459,4274575
1386,607459,4133223
1387,607459,4059379
1388,208230,4109171
1389,208230,135061
1390,208230,4109171
1391,208230,4150456
1392,140600,80180
1393,140600,72990
1394,140600,80180
1395,140600,4025957
1396,140600,80180
1397,607850,80180
1398,607850,72990
1399,607850,80180
1400,607850,4025957
1401,607850,80180
1402,165720,80180
1403,165720,80180
1404,165720,80180
1405,165720,36516824
1406,165720,45884766
1407,165720,80180
1408,165720,72990
1409,165720,4025957
1410,165720,80180
1411,165720,80180
1412,161900,4125967
1413,161900,319826
1414,161900,45766198
1415,161900,193253
1416,161900,4125967
1417,157300,4294246
1418,157300,379806
1419,157300,4105365
1420,157300,377844
1421,157300,318736
1422,157300,4318866
1423,157300,318736
1424,157300,318736
1425,157300,45884610
1426,157300,36703480
1427,157300,318736
1428,157300,318736
1429,157300,318736
1430,157300,318736
1431,157300,318736
1432,157300,318736
1433,157300,379806
1434,157300,318736
1435,190400,379801
1436,190400,36718098
1437,190400,379801
1438,190400,379801
1439,190400,379801
1440,190400,379801
1441,601042,37395940
1442,601042,375800
1443,200170,4299544
1444,200170,140489
1445,200170,36617314
1446,200170,4299544
1447,160750,73001
1448,160750,73001
1449,160750,36516833
1450,160750,4028369
1451,160750,73001
1452,160750,137275
1453,160750,73001
1454,160750,137967
1455,160750,4028369
1456,160750,4005037
1457,181000,438688
1458,181000,36009857
1459,181000,438688
1460,181000,438688
1461,181000,438688
1462,181000,438688
1463,181000,4093002
1464,181000,438688
1465,181000,4185547
1466,181000,4274184
1467,181000,4086243
1468,215140,4308194
1469,215140,4150458
1470,215140,4308194
1471,215140,4308194
1472,276300,788469
1473,276300,4266973
1474,276300,4180790
1475,276300,4266973
1476,188030,318397
1477,188030,35104689
1478,188030,4137430
1479,188030,4137430
1480,188030,4137430
1481,188030,4137430
1482,153880,4105178
1483,153880,4105178
1484,153880,35634304
1485,153880,4290333
1486,153880,377270
1487,153880,4195049
1488,233810,440508
1489,152700,257628
1490,152700,257628
1491,152700,36009823
1492,152700,45883557
1493,152700,4344158
1494,152700,4063581
1495,152700,257628
1496,152700,257628
1497,152700,257628
1498,152700,257628
1499,152700,257628
1500,254400,4040380
1501,254400,35104618
1502,254400,4040380
1503,254400,4040380
1504,254400,4040380
1505,254400,4040380
1506,133600,36568679
1507,125600,4115279
1508,125600,37383663
1509,125600,200174
1510,125600,4115279
1511,125600,141932
1512,125853,201826
1513,125853,35506622
1514,125853,45877606
1515,125853,201826
1516,125853,201826
1517,125853,201820
1518,125853,201826
1519,125853,201826
1520,125853,201826
1521,125853,201826
1522,125851,4193704
1523,125851,43531640
1524,125851,443732
1525,125851,35532137
1526,125851,43531640
1527,600496,43531012
1528,600496,43531640
1529,600496,35532137
1530,600496,43531640
1531,600496,443732
1532,600496,4193704
1533,600496,43531012
1534,125850,43531006
1535,125850,35532137
1536,125850,43531640
1537,125850,43531640
1538,125850,443732
1539,125850,43531006
1540,125850,4193704
1541,151400,4082311
1542,151400,138379
1543,151400,4180093
1544,151400,138379
1545,151400,35104364
1546,151400,4082311
1547,151400,4082311
1548,151400,4180093
1549,151400,4119130
1550,151400,35102408
1551,151400,138379
1552,151400,35124050
1553,151400,4082311
1554,276300,788469
1555,276300,4266973
1556,276300,4180790
